chr,chromStart,chromEnd,peak_length,strand,ModLog2FC_treated,ModLog2FC_control,DiffModLog2FC,pvalue,padj,Annotation,transcriptID,geneID,gene_chr,gene_start,gene_end,geneName,Description,GO,KEGG
NC_051371.1,12460702,12461102,401,-,1.71,0.85,0.86,0.00,0.00,UTR5,XM_004923760.4,101739390,NC_051371.1,12456651,12461212,LOC101739390,protein YIPF2 [Bombyx mori],GO:0005794(Golgi apparatus);GO:0016020(membrane);GO:0017137(Rab GTPase binding),NA
NC_051371.1,12514951,12516838,1888,-,1.91,2.02,-0.11,0.00,0.00,UTR3,NM_001043788.1,692712,NC_051371.1,12514952,12518432,RpS3,ribosomal protein S3 [Bombyx mori],"GO:0003684(damaged DNA binding);GO:0003729(mRNA binding);GO:0003735(structural constituent of ribosome);GO:0005634(nucleus);GO:0005730(nucleolus);GO:0005743(mitochondrial inner membrane);GO:0005759(mitochondrial matrix);GO:0005844(polysome);GO:0005925(focal adhesion);GO:0006281(DNA repair);GO:0006351(transcription, DNA-templated);GO:0006412(translation);GO:0007059(chromosome segregation);GO:0008017(microtubule binding);GO:0008534(oxidized purine nucleobase lesion DNA N-glycosylase activity);GO:0017148(negative regulation of translation);GO:0019901(protein kinase binding);GO:0022627(cytosolic small ribosomal subunit);GO:0030544(Hsp70 protein binding);GO:0031116(positive regulation of microtubule polymerization);GO:0031397(negative regulation of protein ubiquitination);GO:0032079(positive regulation of endodeoxyribonuclease activity);GO:0032183(SUMO binding);GO:0032357(oxidized purine DNA binding);GO:0032358(oxidized pyrimidine DNA binding);GO:0032587(ruffle membrane);GO:0042769(DNA damage response, detection of DNA damage);GO:0043507(positive regulation of JUN kinase activity);GO:0044390(ubiquitin-like protein conjugating enzyme binding);GO:0045738(negative regulation of DNA repair);GO:0045739(positive regulation of DNA repair);GO:0051018(protein kinase A binding);GO:0051059(NF-kappaB binding);GO:0051092(positive regulation of NF-kappaB transcription factor activity);GO:0051225(spindle assembly);GO:0051301(cell division);GO:0051879(Hsp90 protein binding);GO:0061481(response to TNF agonist);GO:0070062(extracellular exosome);GO:0070181(small ribosomal subunit rRNA binding);GO:0070301(cellular response to hydrogen peroxide);GO:0071159(NF-kappaB complex);GO:0072686(mitotic spindle);GO:0097100(supercoiled DNA binding);GO:1901224(positive regulation of NIK/NF-kappaB signaling);GO:1902231(positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage);GO:1902546(positive regulation of DNA N-glycosylase activity);GO:2001272(positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis)",03010(Ribosome)
NC_051371.1,12821392,12823477,2086,-,2.16,3.39,-1.23,0.03,0.14,exonic,XM_038015323.1,101744498,NC_051371.1,12524689,13029546,LOC101744498,LOW QUALITY PROTEIN: neurobeachin [Bombyx mori],GO:0005737(cytoplasm);GO:0007528(neuromuscular junction development);GO:0007614(short-term memory);GO:0008355(olfactory learning);GO:0016021(integral component of membrane);GO:0016319(mushroom body development);GO:0042462(eye photoreceptor cell development);GO:0042675(compound eye cone cell differentiation);GO:0043025(neuronal cell body);GO:0051018(protein kinase A binding),NA
NC_051371.1,12850285,13011990,161706,-,3.29,4.41,-1.11,0.03,0.14,UTR3,XM_021346407.2,110384802,NC_051371.1,12960242,13098638,LOC110384802,neurobeachin-like isoform X4 [Bombyx mori],GO:0005737(cytoplasm);GO:0007528(neuromuscular junction development);GO:0007614(short-term memory);GO:0008355(olfactory learning);GO:0016021(integral component of membrane);GO:0016319(mushroom body development);GO:0042462(eye photoreceptor cell development);GO:0042675(compound eye cone cell differentiation);GO:0043025(neuronal cell body);GO:0051018(protein kinase A binding),NA
NC_051371.1,13057172,13098518,41347,-,3.85,5.02,-1.17,0.03,0.15,UTR5,XM_021346407.2,110384802,NC_051371.1,12960242,13098638,LOC110384802,neurobeachin-like isoform X4 [Bombyx mori],GO:0005737(cytoplasm);GO:0007528(neuromuscular junction development);GO:0007614(short-term memory);GO:0008355(olfactory learning);GO:0016021(integral component of membrane);GO:0016319(mushroom body development);GO:0042462(eye photoreceptor cell development);GO:0042675(compound eye cone cell differentiation);GO:0043025(neuronal cell body);GO:0051018(protein kinase A binding),NA
NC_051371.1,13226100,13226325,226,-,1.08,1.72,-0.64,0.01,0.07,UTR3,XM_038015265.1,101744927,NC_051371.1,13226101,13268319,LOC101744927,kinesin-like protein Klp68D [Bombyx mandarina],GO:0003777(microtubule motor activity);GO:0005871(kinesin complex);GO:0007018(microtubule-based movement);GO:0016887(ATPase activity);GO:0030705(cytoskeleton-dependent intracellular transport),NA
NC_051371.1,13245722,13268252,22531,-,2.91,3.93,-1.02,0.00,0.00,UTR5,XM_038015265.1,101744927,NC_051371.1,13226101,13268319,LOC101744927,kinesin-like protein Klp68D [Bombyx mandarina],GO:0003777(microtubule motor activity);GO:0005871(kinesin complex);GO:0007018(microtubule-based movement);GO:0016887(ATPase activity);GO:0030705(cytoskeleton-dependent intracellular transport),NA
NC_051371.1,13316386,13316962,577,-,4.73,1.95,2.78,0.03,0.15,ncRNA_exonic,XR_005245437.1,119629462,NC_051371.1,13316387,13317030,LOC119629462,NA,NA,NA
NC_051372.1,259073,259668,596,+,1.21,2.56,-1.35,0.03,0.15,UTR3,XM_038015797.1,101745968,NC_051372.1,223936,259668,LOC101745968,ras-associated and pleckstrin homology domains-containing protein 1 [Bombyx mori],GO:0003779(actin binding);GO:0005737(cytoplasm);GO:0007411(axon guidance);GO:0008017(microtubule binding);GO:0016321(female meiosis chromosome segregation);GO:0030517(negative regulation of axon extension);GO:0051015(actin filament binding),NA
NC_051372.1,269708,270258,551,+,1.29,1.90,-0.61,0.00,0.00,UTR5,XM_004928667.2,101741966,NC_051372.1,269684,272545,LOC101741966,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial [Bombyx mori]",GO:0003842(1-pyrroline-5-carboxylate dehydrogenase activity);GO:0004029(aldehyde dehydrogenase (NAD) activity),"00250(Alanine, aspartate and glutamate metabolism);00330(Arginine and proline metabolism);01100(Metabolic pathways)"
NC_051372.1,272158,272258,101,+,0.72,1.46,-0.74,0.01,0.05,UTR3,XM_004928667.2,101741966,NC_051372.1,269684,272545,LOC101741966,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial [Bombyx mori]",GO:0003842(1-pyrroline-5-carboxylate dehydrogenase activity);GO:0004029(aldehyde dehydrogenase (NAD) activity),"00250(Alanine, aspartate and glutamate metabolism);00330(Arginine and proline metabolism);01100(Metabolic pathways)"
NC_051372.1,433681,433781,101,+,2.84,1.13,1.71,0.05,0.20,UTR3,XM_038015815.1,101745387,NC_051372.1,369499,434844,LOC101745387,protein crumbs [Bombyx mandarina],"GO:0001738(morphogenesis of a polarized epithelium);GO:0001745(compound eye morphogenesis);GO:0002009(morphogenesis of an epithelium);GO:0003383(apical constriction);GO:0005080(protein kinase C binding);GO:0005509(calcium ion binding);GO:0005886(plasma membrane);GO:0005918(septate junction);GO:0007043(cell-cell junction assembly);GO:0007163(establishment or maintenance of cell polarity);GO:0007391(dorsal closure);GO:0007399(nervous system development);GO:0007424(open tracheal system development);GO:0007431(salivary gland development);GO:0007435(salivary gland morphogenesis);GO:0007443(Malpighian tubule morphogenesis);GO:0008104(protein localization);GO:0008284(positive regulation of cell proliferation);GO:0016021(integral component of membrane);GO:0016028(rhabdomere);GO:0016324(apical plasma membrane);GO:0016327(apicolateral plasma membrane);GO:0016332(establishment or maintenance of polarity of embryonic epithelium);GO:0016334(establishment or maintenance of polarity of follicular epithelium);GO:0030507(spectrin binding);GO:0032435(negative regulation of proteasomal ubiquitin-dependent protein catabolic process);GO:0032880(regulation of protein localization);GO:0033157(regulation of intracellular protein transport);GO:0034332(adherens junction organization);GO:0035002(liquid clearance, open tracheal system);GO:0035003(subapical complex);GO:0035088(establishment or maintenance of apical/basal cell polarity);GO:0035090(maintenance of apical/basal cell polarity);GO:0035239(tube morphogenesis);GO:0035330(regulation of hippo signaling);GO:0042051(compound eye photoreceptor development);GO:0042052(rhabdomere development);GO:0042327(positive regulation of phosphorylation);GO:0042335(cuticle development);GO:0045176(apical protein localization);GO:0045186(zonula adherens assembly);GO:0045197(establishment or maintenance of epithelial cell apical/basal polarity);GO:0045198(establishment of epithelial cell apical/basal polarity);GO:0045218(zonula adherens maintenance);GO:0045494(photoreceptor cell maintenance);GO:0045570(regulation of imaginal disc growth);GO:0045746(negative regulation of Notch signaling pathway);GO:0046621(negative regulation of organ growth);GO:0046664(dorsal closure, amnioserosa morphology change);GO:0046665(amnioserosa maintenance);GO:0048477(oogenesis);GO:0050821(protein stabilization);GO:0051642(centrosome localization);GO:0061024(membrane organization);GO:0061336(cell morphogenesis involved in Malpighian tubule morphogenesis);GO:0061541(rhabdomere morphogenesis);GO:0098813(nuclear chromosome segregation)",04391(Hippo signaling pathway - fly)
NC_051372.1,525191,525639,449,+,2.29,1.62,0.67,0.00,0.01,UTR3,XM_004928652.4,101740103,NC_051372.1,522926,525639,LOC101740103,probable tRNA pseudouridine synthase 2 [Bombyx mori],GO:0001522(pseudouridine synthesis);GO:0003723(RNA binding);GO:0006396(RNA processing);GO:0009982(pseudouridine synthase activity),NA
NC_051372.1,527617,530354,2738,+,2.72,2.96,-0.24,0.01,0.08,UTR3,XM_004928649.4,101739603,NC_051372.1,527493,530357,LOC101739603,box C/D snoRNA protein 1 [Bombyx mori],GO:0048812(neuron projection morphogenesis),NA
NC_051372.1,691043,741858,50816,+,1.77,2.51,-0.74,0.00,0.04,UTR3,XM_004928645.4,101739180,NC_051372.1,690819,743656,LOC101739180,U7 snRNA-associated Sm-like protein LSm11 isoform X2 [Bombyx mori],GO:0005683(U7 snRNP);GO:0006398(mRNA 3'-end processing by stem-loop binding and cleavage);GO:0071209(U7 snRNA binding),NA
NC_051372.1,929857,934593,4737,+,3.32,3.57,-0.25,0.01,0.09,UTR3,XM_004928638.4,101738259,NC_051372.1,929583,934593,LOC101738259,uncharacterized protein LOC101738259 [Bombyx mori],NA,NA
NC_051372.1,971912,973145,1234,+,1.78,1.38,0.40,0.04,0.17,UTR3,XM_004928634.4,101737690,NC_051372.1,971438,976507,LOC101737690,uncharacterized protein LOC114242562 [Bombyx mandarina],NA,NA
NC_051372.1,983289,984264,976,+,1.77,1.00,0.77,0.00,0.00,UTR3,XM_038016099.1,101737449,NC_051372.1,980365,984271,LOC101737449,cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 isoform X2 [Bombyx mori],"GO:0004483(mRNA (nucleoside-2'-O-)-methyltransferase activity);GO:0005634(nucleus);GO:0005737(cytoplasm);GO:0006370(7-methylguanosine mRNA capping);GO:0007424(open tracheal system development);GO:0007426(tracheal outgrowth, open tracheal system);GO:0008168(methyltransferase activity);GO:0016477(cell migration);GO:0032259(methylation);GO:0097309(cap1 mRNA methylation);GO:0097310(cap2 mRNA methylation)",NA
NC_051372.1,1004541,1009056,4516,+,3.07,3.92,-0.84,0.00,0.00,exonic,XM_038016101.1,101737307,NC_051372.1,985804,1013318,LOC101737307,nuclear pore complex protein Nup205 [Bombyx mori],GO:0006999(nuclear pore organization);GO:0017056(structural constituent of nuclear pore);GO:0044611(nuclear pore inner ring),03013(RNA transport)
NC_051372.1,1009131,1013318,4188,+,1.30,2.61,-1.31,0.00,0.00,UTR3,XM_038016101.1,101737307,NC_051372.1,985804,1013318,LOC101737307,nuclear pore complex protein Nup205 [Bombyx mori],GO:0006999(nuclear pore organization);GO:0017056(structural constituent of nuclear pore);GO:0044611(nuclear pore inner ring),03013(RNA transport)
NC_051372.1,1418213,1419580,1368,+,1.77,2.83,-1.06,0.00,0.04,UTR3,NM_001043738.1,692687,NC_051372.1,1417764,1419580,Inx2,innexin 2 [Bombyx mori],GO:0005243(gap junction channel activity);GO:0005886(plasma membrane);GO:0005921(gap junction),NA
NC_051372.1,1499326,1501201,1876,+,2.73,2.36,0.37,0.01,0.09,UTR3,XM_012692372.3,101736051,NC_051372.1,1499127,1501206,LOC101736051,putative RNA polymerase II subunit B1 CTD phosphatase RPAP2 [Bombyx mori],GO:0005634(nucleus);GO:0005737(cytoplasm);GO:0008420(CTD phosphatase activity);GO:0070940(dephosphorylation of RNA polymerase II C-terminal domain),NA
NC_051372.1,1601600,1602615,1016,+,0.18,1.87,-1.69,0.04,0.18,UTR5,XM_012692445.3,101743081,NC_051372.1,1601501,1621860,LOC101743081,protein vav isoform X3 [Bombyx mori],GO:0001745(compound eye morphogenesis);GO:0005575(cellular_component);GO:0007391(dorsal closure);GO:0007409(axonogenesis);GO:0007411(axon guidance);GO:0007417(central nervous system development);GO:0007424(open tracheal system development);GO:0007520(myoblast fusion);GO:0016477(cell migration);GO:0030676(Rac guanyl-nucleotide exchange factor activity);GO:0031532(actin cytoskeleton reorganization);GO:0035011(melanotic encapsulation of foreign target);GO:0035023(regulation of Rho protein signal transduction);GO:0042059(negative regulation of epidermal growth factor receptor signaling pathway);GO:0072499(photoreceptor cell axon guidance);GO:0090630(activation of GTPase activity);GO:1903391(regulation of adherens junction organization),NA
NC_051372.1,1618908,1619058,151,+,-0.05,1.53,-1.58,0.00,0.03,UTR3,XM_004928754.4,101743081,NC_051372.1,1601501,1621860,LOC101743081,protein vav isoform X3 [Bombyx mori],GO:0001745(compound eye morphogenesis);GO:0005575(cellular_component);GO:0007391(dorsal closure);GO:0007409(axonogenesis);GO:0007411(axon guidance);GO:0007417(central nervous system development);GO:0007424(open tracheal system development);GO:0007520(myoblast fusion);GO:0016477(cell migration);GO:0030676(Rac guanyl-nucleotide exchange factor activity);GO:0031532(actin cytoskeleton reorganization);GO:0035011(melanotic encapsulation of foreign target);GO:0035023(regulation of Rho protein signal transduction);GO:0042059(negative regulation of epidermal growth factor receptor signaling pathway);GO:0072499(photoreceptor cell axon guidance);GO:0090630(activation of GTPase activity);GO:1903391(regulation of adherens junction organization),NA
NC_051372.1,1646234,1647134,901,+,1.98,2.07,-0.09,0.01,0.08,UTR5,NM_001046828.1,692991,NC_051372.1,1646235,1648807,LOC692991,glycine--tRNA ligase [Bombyx mandarina],GO:0004820(glycine-tRNA ligase activity);GO:0015966(diadenosine tetraphosphate biosynthetic process);GO:0046983(protein dimerization activity),00970(Aminoacyl-tRNA biosynthesis)
NC_051372.1,1647784,1648807,1024,+,1.52,1.39,0.12,0.00,0.00,UTR3,NM_001046828.1,692991,NC_051372.1,1646235,1648807,LOC692991,glycine--tRNA ligase [Bombyx mandarina],GO:0004820(glycine-tRNA ligase activity);GO:0015966(diadenosine tetraphosphate biosynthetic process);GO:0046983(protein dimerization activity),00970(Aminoacyl-tRNA biosynthesis)
NC_051372.1,1659007,1659356,350,+,3.11,3.44,-0.33,0.02,0.12,ncRNA_exonic,XR_005245523.1,119629557,NC_051372.1,1656764,1659356,LOC119629557,Ubiquitin-like protein 5 [Operophtera brumata],"GO:0000398(mRNA splicing, via spliceosome);GO:0005634(nucleus);GO:0005737(cytoplasm);GO:0006464(cellular protein modification process);GO:0031386(protein tag)",NA
NC_051372.1,1862551,1864716,2166,+,2.29,0.44,1.85,0.03,0.15,exonic,NM_001256983.1,100862753,NC_051372.1,1852982,1875301,LOC100862753,mkk7 [Bombyx mori],GO:0005737(cytoplasm),04013(MAPK signaling pathway - fly);04141(Protein processing in endoplasmic reticulum);04214(Apoptosis - fly);04624(Toll and Imd signaling pathway)
NC_051372.1,1875098,1875298,201,+,1.53,-0.11,1.64,0.00,0.02,UTR3,XM_038015570.1,100862753,NC_051372.1,1852982,1875301,LOC100862753,mkk7 [Bombyx mori],GO:0005737(cytoplasm),04013(MAPK signaling pathway - fly);04141(Protein processing in endoplasmic reticulum);04214(Apoptosis - fly);04624(Toll and Imd signaling pathway)
NC_051372.1,2000627,2002622,1996,+,2.05,2.45,-0.40,0.01,0.07,UTR3,XM_004928748.4,101742219,NC_051372.1,2000578,2005173,LOC101742219,cysteine-rich with EGF-like domain protein 2 isoform X2 [Bombyx mori],GO:0005509(calcium ion binding),NA
NC_051372.1,2556450,2649533,93084,+,3.41,4.31,-0.89,0.00,0.00,UTR5,XM_012692570.3,101741494,NC_051372.1,2556451,2652907,LOC101741494,uncharacterized protein LOC101741494 [Bombyx mori],NA,NA
NC_051372.1,2671102,2672602,1501,+,3.00,2.37,0.63,0.03,0.16,UTR3,XM_038015868.1,101743837,NC_051372.1,2665281,2673624,LOC101743837,zinc finger protein 62 homolog [Bombyx mori],GO:0000987(proximal promoter sequence-specific DNA binding);GO:0005634(nucleus);GO:0006357(regulation of transcription by RNA polymerase II);GO:0006366(transcription by RNA polymerase II);GO:0007143(female meiotic nuclear division);GO:0007279(pole cell formation);GO:0007343(egg activation);GO:0007349(cellularization);GO:0008270(zinc ion binding);GO:0045143(homologous chromosome segregation);GO:0045944(positive regulation of transcription by RNA polymerase II),NA
NC_051372.1,3071253,3074289,3037,+,4.09,4.56,-0.47,0.00,0.00,UTR3,XM_004928589.3,101743408,NC_051372.1,3071254,3074289,LOC101743408,uncharacterized protein C1orf131 homolog [Bombyx mori],NA,NA
NC_051372.1,3541574,3541824,251,+,1.23,0.92,0.30,0.00,0.03,UTR3,NM_001128312.1,100144577,NC_051372.1,3539214,3541828,ae25,alpha-esterase 25 [Bombyx mori],GO:0005575(cellular_component);GO:0008150(biological_process);GO:0008152(metabolic process);GO:0052689(carboxylic ester hydrolase activity),NA
NC_051372.1,3608546,3627180,18635,+,1.74,2.18,-0.43,0.03,0.15,UTR3,XM_004928578.4,101741875,NC_051372.1,3608497,3628137,LOC101741875,ras-related protein Rab-9B [Bombyx mori],"GO:0042147(retrograde transport, endosome to Golgi)",NA
NC_051372.1,3847535,3848337,803,+,1.12,1.84,-0.71,0.01,0.08,UTR3,XM_038015863.1,101740929,NC_051372.1,3838944,3848337,LOC101740929,tctex1 domain-containing protein 2 [Bombyx mori],NA,NA
NC_051372.1,4290657,4296378,5722,+,1.58,2.30,-0.71,0.02,0.10,exonic,XM_038015969.1,101739273,NC_051372.1,4284369,4306578,LOC101739273,uncharacterized protein LOC114245499 [Bombyx mandarina],GO:0001510(RNA methylation);GO:0008171(O-methyltransferase activity);GO:0008173(RNA methyltransferase activity);GO:0030422(production of siRNA involved in RNA interference);GO:0034587(piRNA metabolic process);GO:0035194(posttranscriptional gene silencing by RNA),NA
